Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
0218-QNVAS,Male,22.0,Yes,1.0,Indio,92203.0,1.0,71.0,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0.0,2012.14,9108.9,0.0
0219-QAERP,Male,33.0,Yes,0.0,Oxnard,93033.0,2.0,30.0,None,Yes,9.81,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,576.65,0.0,0.0,294.3,870.95,0.0
0219-YTZUE,Male,26.0,Yes,0.0,San Diego,92122.0,5.0,4.0,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0.0,115.08,486.98,1.0
0220-EBGCE,Male,58.0,No,0.0,Escondido,92027.0,0.0,2.0,Offer E,Yes,14.14,No,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0.0,0.0,28.28,195.58,1.0
0221-NAUXK,Male,22.0,No,1.0,Moreno Valley,92553.0,0.0,10.0,None,Yes,7.86,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.95,219.5,0.0,0.0,78.6,298.1,0.0
0221-WMXNQ,Male,66.0,No,0.0,Chino,91710.0,0.0,4.0,Offer E,Yes,36.4,No,Yes,Fiber Optic,29.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0.0,0.0,145.6,419.0,0.0
0222-CNVPT,Male,69.0,No,0.0,Sacramento,95820.0,0.0,52.0,Offer B,No,0.0,No,Yes,DSL,19.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0.0,0.0,2555.05,0.0
0224-HJAPT,Male,25.0,No,0.0,San Diego,92117.0,0.0,5.0,None,Yes,22.01,Yes,Yes,Cable,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0.0,110.05,333.2,1.0
0224-NIJLP,Male,30.0,Yes,3.0,Turlock,95380.0,1.0,8.0,Offer E,Yes,2.87,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,165.5,0.0,0.0,22.96,188.46,0.0
0228-MAUWC,Male,40.0,No,0.0,Los Gatos,95033.0,0.0,19.0,Offer D,Yes,11.85,Yes,Yes,DSL,18.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0.0,0.0,225.15,1369.75,0.0
0229-LFJAF,Male,53.0,No,0.0,Clovis,93611.0,0.0,72.0,Offer A,Yes,3.66,Yes,Yes,DSL,13.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0.0,263.52,5171.77,0.0
0230-UBYPQ,Male,76.0,Yes,0.0,Hyampom,96046.0,2.0,63.0,Offer B,No,0.0,No,Yes,DSL,7.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0.0,0.0,2298.9,0.0
0230-WEQUW,Male,38.0,Yes,0.0,Woodland Hills,91364.0,1.0,66.0,None,No,0.0,No,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0.0,0.0,3789.2,0.0
0231-LXVAP,Male,23.0,No,0.0,Temecula,92592.0,0.0,1.0,None,Yes,44.56,No,Yes,Fiber Optic,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0.0,44.56,120.46,1.0
0235-KGSLC,Female,45.0,No,0.0,Buellton,93427.0,0.0,1.0,Offer E,Yes,33.34,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0.0,0.0,33.34,118.89,1.0
0236-HFWSV,Male,49.0,No,0.0,Palmdale,93552.0,0.0,15.0,None,Yes,48.93,Yes,Yes,Fiber Optic,15.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0.0,0.0,733.95,2178.6,1.0
0238-WHBIQ,Male,25.0,Yes,1.0,Folsom,95630.0,10.0,72.0,Offer A,Yes,33.75,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0.0,0.0,2430.0,8769.3,0.0
0239-OXEXL,Female,37.0,No,0.0,Oakland,94619.0,0.0,46.0,None,Yes,43.27,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0.0,100.0,1990.42,5938.02,0.0
0244-LGNFY,Female,35.0,Yes,1.0,San Anselmo,94960.0,4.0,72.0,None,Yes,30.0,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0,0.0,0.0,2160.0,8893.0,0.0
0254-FNMCI,Female,19.0,No,0.0,Downey,90241.0,0.0,72.0,None,Yes,41.91,No,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0.0,0.0,3017.52,10641.72,0.0
0254-KCJGT,Male,64.0,Yes,0.0,Bodega Bay,94923.0,6.0,52.0,Offer B,Yes,41.34,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0.0,0.0,2149.68,6504.13,0.0
0256-LTHVJ,Female,58.0,Yes,0.0,Ludlow,92338.0,1.0,28.0,Offer C,Yes,16.85,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0.0,471.8,2698.9,1.0
0257-KXZGU,Female,29.0,Yes,1.0,Santa Clara,95051.0,9.0,32.0,Offer C,Yes,33.28,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0.0,0.0,1064.96,3110.51,0.0
0257-ZESQC,Female,80.0,Yes,0.0,Perris,92571.0,2.0,27.0,None,Yes,7.02,No,Yes,Cable,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0.0,0.0,189.54,2118.89,1.0
0259-GBZSH,Male,22.0,No,0.0,San Diego,92122.0,0.0,2.0,Offer E,Yes,40.43,Yes,Yes,Cable,27.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0.0,0.0,80.86,262.36,1.0
0260-ZDLGK,Female,50.0,No,2.0,San Dimas,91773.0,0.0,9.0,None,Yes,35.49,No,Yes,Cable,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0.0,0.0,319.41,970.81,1.0
0263-FJTQO,Male,53.0,Yes,2.0,Rescue,95672.0,10.0,50.0,Offer B,Yes,44.49,Yes,Yes,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,0.0,0.0,2224.5,5711.15,0.0
0264-CNITK,Female,45.0,Yes,2.0,Clio,96106.0,1.0,71.0,None,Yes,31.03,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1389.6,0.0,0.0,2203.13,3592.73,0.0
0265-EDXBD,Male,76.0,Yes,0.0,San Diego,92122.0,2.0,32.0,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,0.0,0.0,1514.88,3818.23,1.0
0266-CLZKZ,Female,45.0,Yes,3.0,San Marcos,92078.0,8.0,67.0,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0.0,0.0,1191.93,7909.83,0.0
0266-GMEAO,Male,43.0,Yes,1.0,Lompoc,93436.0,1.0,72.0,None,Yes,15.94,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,0.0,0.0,1147.68,9206.23,0.0
0268-QKIWO,Female,41.0,No,0.0,Pilot Hill,95664.0,0.0,3.0,Offer E,Yes,24.63,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0.0,0.0,73.89,132.74,1.0
0269-XFESX,Male,22.0,Yes,3.0,San Francisco,94133.0,1.0,23.0,None,Yes,48.02,Yes,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.35,538.5,0.0,0.0,1104.46,1642.96,0.0
0270-THENM,Male,62.0,Yes,2.0,Mission Hills,91345.0,1.0,72.0,None,Yes,28.37,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0.0,2042.64,7119.75,0.0
0274-JKUJR,Male,21.0,Yes,2.0,Los Angeles,90040.0,9.0,7.0,Offer E,No,0.0,No,Yes,Cable,47.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3.0,465.7,0.0,0.0,0.0,465.7,0.0
0277-BKSQP,Male,49.0,Yes,3.0,Harbor City,90710.0,10.0,8.0,Offer E,Yes,1.56,No,Yes,DSL,57.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0.0,0.0,12.48,487.58,0.0
0277-ORXQS,Male,33.0,Yes,4.0,San Francisco,94108.0,9.0,66.0,Offer A,No,0.0,No,Yes,Cable,23.0,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,0.0,110.0,0.0,3474.55,0.0
0278-YXOOG,Male,30.0,No,0.0,Inglewood,90301.0,0.0,5.0,Offer E,Yes,34.26,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,113.85,0.0,0.0,171.3,285.15,1.0
0280-XJGEX,Male,38.0,No,1.0,Los Angeles,90015.0,0.0,49.0,None,Yes,44.33,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0.0,0.0,2172.17,7208.47,1.0
0281-CNTZX,Male,56.0,Yes,0.0,Pescadero,94060.0,2.0,63.0,Offer B,Yes,38.36,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0.0,0.0,2416.68,3651.48,0.0
0282-NVSJS,Female,70.0,Yes,1.0,Aromas,95004.0,1.0,12.0,Offer D,No,0.0,No,Yes,DSL,14.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0.0,0.0,0.0,355.9,0.0
0285-INHLN,Male,54.0,Yes,6.0,Badger,93603.0,5.0,27.0,None,Yes,36.19,No,Yes,DSL,53.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0.0,0.0,977.13,2487.43,0.0
0289-IVARM,Female,57.0,No,0.0,Parlier,93648.0,0.0,35.0,None,Yes,44.81,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0.0,0.0,1568.35,3550.95,0.0
0292-WEGCH,Female,40.0,Yes,2.0,Death Valley,92328.0,7.0,54.0,Offer B,Yes,4.33,Yes,Yes,DSL,12.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0.0,0.0,233.82,4757.87,0.0
0295-PPHDO,Male,56.0,No,0.0,La Puente,91744.0,0.0,1.0,None,Yes,5.59,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0.0,0.0,5.59,101.04,1.0
0295-QVKPB,Male,38.0,No,0.0,Riverdale,93656.0,0.0,5.0,Offer E,Yes,13.96,No,Yes,DSL,5.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0.0,0.0,69.8,387.9,0.0
0297-RBCSG,Male,61.0,No,0.0,San Francisco,94104.0,0.0,19.0,None,Yes,41.79,No,Yes,DSL,6.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0.0,60.0,794.01,2085.86,0.0
0298-XACET,Male,35.0,Yes,2.0,Berry Creek,95916.0,1.0,52.0,None,No,0.0,No,Yes,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554.0,27.01,0.0,0.0,2526.99,0.0
0301-FIDRB,Female,61.0,Yes,3.0,Fulton,95439.0,8.0,72.0,None,No,0.0,No,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,0.0,0.0,0.0,4684.3,0.0
0301-KOBTQ,Male,50.0,No,0.0,Capitola,95010.0,0.0,32.0,None,Yes,14.91,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0.0,477.12,1081.84,0.0
0302-JOIVN,Female,47.0,Yes,0.0,San Diego,92109.0,1.0,8.0,None,Yes,16.88,No,Yes,Fiber Optic,6.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,0.0,0.0,135.04,977.94,1.0
0303-UNCIP,Male,35.0,No,0.0,Claremont,91711.0,0.0,41.0,Offer B,Yes,37.55,Yes,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,0.0,140.0,1539.55,4211.35,0.0
0303-WMMRN,Male,32.0,No,0.0,Glendale,91207.0,0.0,5.0,None,Yes,21.01,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.25,86.05,0.0,0.0,105.05,191.1,0.0
0305-SQECB,Female,54.0,No,1.0,Gardena,90248.0,0.0,11.0,None,No,0.0,No,Yes,DSL,17.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0.0,100.0,0.0,502.6,0.0
0306-JAELE,Male,61.0,No,0.0,Fallbrook,92028.0,0.0,5.0,None,Yes,31.09,No,Yes,Fiber Optic,11.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,0.0,0.0,155.45,608.85,1.0
0307-BCOPK,Female,62.0,No,0.0,San Francisco,94134.0,0.0,16.0,Offer D,Yes,41.51,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,326.65,0.0,0.0,664.16,990.81,0.0
0308-GIQJT,Male,80.0,No,0.0,San Diego,92126.0,0.0,71.0,None,Yes,6.1,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,0.0,0.0,433.1,7815.95,0.0
0310-MVLET,Female,63.0,Yes,0.0,Snelling,95369.0,1.0,61.0,None,Yes,49.33,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0.0,0.0,3009.13,9019.18,1.0
0310-SUCIN,Female,50.0,Yes,0.0,Darwin,93522.0,2.0,71.0,None,Yes,23.06,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,0.0,0.0,1637.26,7683.36,0.0
0310-VQXAM,Male,56.0,No,0.0,San Bernardino,92404.0,0.0,9.0,None,Yes,40.74,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,178.8,0.0,0.0,366.66,545.46,0.0
0311-QYWSS,Female,63.0,No,0.0,Garberville,95542.0,0.0,6.0,None,Yes,39.16,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0.0,0.0,234.96,549.56,0.0
0315-LVCRK,Male,54.0,No,0.0,El Dorado Hills,95762.0,0.0,11.0,None,Yes,30.57,No,Yes,Fiber Optic,15.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,0.0,0.0,336.27,1225.02,0.0
0318-QUUOB,Male,25.0,Yes,0.0,Santa Rosa,95403.0,1.0,1.0,None,Yes,43.67,No,Yes,Fiber Optic,73.0,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,0.0,43.67,124.22,1.0
0318-ZOPWS,Female,31.0,Yes,0.0,Malibu,90265.0,10.0,49.0,None,Yes,2.82,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.15,973.35,0.0,0.0,138.18,1111.53,0.0
0320-DWVTU,Female,46.0,No,0.0,Riverdale,93656.0,0.0,53.0,Offer B,Yes,43.57,No,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,0.0,0.0,2309.21,7733.46,0.0
0320-JDNQG,Male,28.0,Yes,0.0,Oxnard,93035.0,1.0,23.0,None,Yes,37.95,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0.0,0.0,872.85,3204.15,1.0
0322-CHQRU,Male,63.0,No,0.0,Palmdale,93591.0,0.0,2.0,None,Yes,25.49,No,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,89.5,0.0,0.0,50.98,140.48,1.0
0322-YINQP,Male,37.0,No,0.0,Covina,91723.0,0.0,1.0,None,Yes,11.35,No,Yes,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,0.0,0.0,11.35,59.9,1.0
0325-XBFAC,Male,44.0,No,0.0,Hoopa,95546.0,0.0,8.0,None,Yes,19.49,No,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,0.0,80.0,155.92,976.22,1.0
0327-WFZSY,Male,62.0,Yes,3.0,Samoa,95564.0,9.0,39.0,Offer C,Yes,17.29,Yes,Yes,Fiber Optic,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.0,3835.55,0.0,0.0,674.31,4509.86,0.0
0330-BGYZE,Male,48.0,Yes,0.0,Milford,96121.0,8.0,60.0,Offer B,Yes,19.22,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,0.0,0.0,1153.2,7310.8,0.0
0334-GDDSO,Male,77.0,No,0.0,San Diego,92122.0,0.0,3.0,Offer E,Yes,9.22,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,233.7,0.0,0.0,27.66,261.36,1.0
0334-ZFJSR,Female,41.0,Yes,0.0,San Diego,92123.0,0.0,55.0,None,Yes,35.38,Yes,Yes,Cable,13.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,3462.1,44.53,150.0,1945.9,5513.47,0.0
0336-KXKFK,Male,43.0,No,0.0,Santa Margarita,93453.0,0.0,72.0,None,No,0.0,No,Yes,DSL,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,0.0,0.0,0.0,4390.25,0.0
0336-PIKEI,Male,69.0,Yes,0.0,Orange,92869.0,7.0,72.0,Offer A,Yes,5.27,No,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0.0,140.0,379.44,5880.19,0.0
0337-CNPZE,Female,63.0,No,0.0,Los Angeles,90033.0,0.0,41.0,None,Yes,10.43,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,0.0,130.0,427.63,5001.08,1.0
0343-QLUZP,Male,38.0,No,0.0,San Jose,95111.0,0.0,60.0,Offer B,No,0.0,No,Yes,DSL,25.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0.0,0.0,2386.04,0.0
0347-UBKUZ,Female,46.0,No,0.0,San Mateo,94404.0,0.0,15.0,None,Yes,2.74,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.9,320.45,0.0,0.0,41.1,361.55,0.0
0354-VXMJC,Male,60.0,Yes,3.0,Los Angeles,90034.0,10.0,23.0,None,Yes,34.04,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,426.65,0.0,0.0,782.92,1209.57,0.0
0354-WYROK,Female,70.0,Yes,0.0,San Francisco,94130.0,1.0,31.0,Offer C,Yes,47.95,No,Yes,Fiber Optic,21.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0.0,1486.45,4397.75,1.0
0356-ERHVT,Male,54.0,Yes,0.0,Santa Cruz,95062.0,1.0,11.0,Offer D,Yes,12.95,No,Yes,Cable,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,521.9,0.0,0.0,142.45,664.35,0.0
0356-OBMAC,Female,80.0,No,0.0,Winchester,92596.0,0.0,56.0,None,Yes,17.33,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,5706.3,0.0,0.0,970.48,6676.78,0.0
0357-NVCRI,Female,41.0,No,3.0,El Cajon,92021.0,0.0,25.0,Offer C,Yes,12.87,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,471.7,0.0,0.0,321.75,793.45,0.0
0361-HJRDX,Female,38.0,No,0.0,Sherman Oaks,91403.0,0.0,68.0,Offer A,No,0.0,No,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,-8.0,4539.6,0.0,130.0,0.0,4669.6,0.0
0362-RAOQO,Female,48.0,No,0.0,Norco,92860.0,0.0,40.0,None,Yes,26.03,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,830.25,0.0,0.0,1041.2,1871.45,0.0
0362-ZBZWJ,Male,46.0,No,0.0,Thornton,95686.0,0.0,36.0,None,Yes,24.66,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3067.2,0.0,0.0,887.76,3954.96,1.0
0363-QJVFX,Male,22.0,No,0.0,Lake Hughes,93532.0,0.0,32.0,Offer C,Yes,27.69,Yes,Yes,Fiber Optic,73.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,3432.9,0.0,0.0,886.08,4318.98,1.0
0363-SVHYR,Male,28.0,Yes,3.0,Paramount,90723.0,10.0,71.0,Offer A,Yes,10.11,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6263.8,0.0,0.0,717.81,6981.61,0.0
0365-BZUWY,Male,58.0,Yes,0.0,San Juan Capistrano,92675.0,2.0,17.0,Offer D,Yes,10.11,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.55,1742.5,0.0,0.0,171.87,1914.37,0.0
0365-GXEZS,Male,55.0,Yes,0.0,Copperopolis,95228.0,6.0,18.0,Offer D,Yes,31.79,No,Yes,Fiber Optic,19.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0.0,0.0,572.22,2040.97,0.0
0373-AIVNJ,Male,34.0,No,0.0,Sacramento,95814.0,0.0,9.0,Offer E,No,0.0,No,Yes,Cable,19.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373.0,0.0,0.0,0.0,373.0,0.0
0374-FIUCA,Male,59.0,Yes,0.0,Orange,92867.0,1.0,65.0,None,Yes,23.46,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.4,1414.45,0.0,0.0,1524.9,2939.35,0.0
0376-OIWME,Male,24.0,Yes,0.0,San Ysidro,92173.0,3.0,36.0,Offer C,Yes,41.33,No,Yes,Fiber Optic,41.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.6,3366.05,16.56,0.0,1487.88,4837.37,0.0
0376-YMCJC,Male,21.0,No,0.0,Novato,94949.0,0.0,23.0,None,Yes,38.69,Yes,Yes,Cable,69.0,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1943.2,4.73,0.0,889.87,2828.34,1.0
0377-JBKKT,Male,21.0,Yes,3.0,Gilroy,95020.0,9.0,22.0,Offer D,Yes,42.58,No,Yes,DSL,82.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,57.95,1271.8,0.0,0.0,936.76,2208.56,0.0
0378-CJKPV,Female,56.0,Yes,0.0,Oak Park,91377.0,1.0,72.0,None,Yes,4.56,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,18.88,0.0,328.32,8275.39,0.0
0378-XSZPU,Male,31.0,Yes,0.0,San Jose,95117.0,1.0,58.0,Offer B,Yes,17.22,No,Yes,Cable,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,60.3,3563.8,0.0,0.0,998.76,4562.56,1.0
0379-DJQHR,Male,60.0,Yes,0.0,Sunnyvale,94089.0,1.0,67.0,None,Yes,45.25,No,Yes,DSL,18.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,5398.6,0.0,0.0,3031.75,8430.35,0.0
